CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
1924,1,8,17,19,20,31,28,118000000,14/05/2006
1923,12,16,19,33,42,43,13,111000000,10/5/06
1922,4,8,9,17,28,48,31,102000000,7/5/06
1921,15,17,23,32,38,39,36,95000000,3/5/06
1920,4,16,23,30,44,51,2,87000000,30/04/2006
1919,6,19,26,28,37,41,10,81000000,26/04/2006
1918,2,7,14,35,41,50,45,74000000,23/04/2006
1917,11,21,22,25,28,35,26,68000000,19/04/2006
1916,16,25,34,39,47,50,43,62000000,16/04/2006
1915,10,11,20,32,45,50,40,57000000,12/4/06
1914,3,7,27,31,32,42,51,52000000,9/4/06
1913,14,23,30,37,40,46,8,48000000,5/4/06
1912,7,16,18,24,28,39,44,42000000,2/4/06
1911,23,24,28,30,35,50,10,38000000,29/03/2006
1910,13,20,21,23,35,46,30,32000000,26/03/2006
1909,4,8,18,20,40,45,16,28000000,22/03/2006
1908,10,18,30,38,41,44,22,23000000,19/03/2006
1907,5,7,17,34,45,49,44,19000000,15/03/2006
1906,4,19,32,43,44,47,6,14000000,12/3/06
1905,15,26,31,38,46,48,25,13000000,8/3/06
1904,1,23,34,44,45,47,18,12000000,5/3/06
1903,5,18,21,29,31,51,1,26000000,1/3/06
1902,5,15,33,34,39,40,25,21000000,26/02/2006
1901,12,19,25,39,47,49,11,16000000,22/02/2006
1900,14,18,19,29,44,48,8,13000000,19/02/2006
1899,1,8,10,15,19,21,45,12000000,15/02/2006
1898,7,22,32,39,41,50,42,173000000,12/2/06
1897,1,3,4,11,30,31,48,158000000,8/2/06
1896,14,21,33,41,49,50,7,146000000,5/2/06
1895,3,10,15,18,22,40,17,131000000,1/2/06
1894,1,6,13,21,44,50,12,117000000,29/01/2006
1893,14,22,28,30,39,44,3,107000000,25/01/2006
1892,1,7,19,34,39,47,48,95000000,22/01/2006
1891,13,17,27,44,49,51,30,85000000,18/01/2006
1890,4,9,24,39,41,49,11,74000000,15/01/2006
1889,4,9,14,32,43,48,5,67000000,11/1/06
1888,5,6,11,30,37,50,12,59000000,8/1/06
1887,9,12,26,28,42,50,7,52000000,4/1/06
1886,1,14,19,29,36,42,41,46000000,1/1/06
1885,3,5,12,30,42,44,22,40000000,28/12/2005
1884,15,16,20,25,30,48,23,35000000,25/12/2005
1883,1,3,4,25,29,41,45,30000000,21/12/2005
1882,13,17,23,31,41,48,11,26000000,18/12/2005
1881,15,31,32,34,46,50,12,21000000,14/12/2005
1880,9,11,15,19,24,46,26,17000000,11/12/05
1879,8,14,19,28,32,40,35,14000000,7/12/05
1878,15,23,27,32,35,48,13,13000000,4/12/05
1877,6,7,13,14,29,43,22,12000000,30/11/2005
1876,7,11,20,28,41,46,30,14000000,27/11/2005
1875,2,6,12,16,28,36,4,12000000,23/11/2005
1874,6,19,27,36,40,44,29,10000000,20/11/2005
1873,1,5,22,24,35,45,11,9000000,16/11/2005
1872,4,12,15,26,27,40,11,8000000,13/11/2005
1871,4,11,14,17,33,39,28,19000000,9/11/05
1870,19,23,31,40,46,47,26,15000000,6/11/05
1869,10,15,17,36,39,41,2,12000000,2/11/05
1868,1,6,33,37,38,45,25,10000000,30/10/2005
1867,4,8,23,41,43,46,29,9000000,26/10/2005
1866,12,13,22,35,38,40,25,8000000,23/10/2005
1865,5,10,16,33,37,42,23,8000000,19/10/2005
1864,25,30,31,42,43,47,21,9000000,16/10/2005
1863,3,8,12,16,36,44,31,8000000,12/10/05
1862,17,25,29,33,36,46,11,8000000,9/10/05
1861,3,4,22,37,38,40,23,10000000,5/10/05
1860,13,15,20,22,34,42,35,9000000,2/10/05
1859,8,14,18,25,29,36,21,8000000,28/09/2005
1858,2,3,12,38,42,44,7,8000000,25/09/2005
1857,5,10,14,36,41,43,38,36000000,21/09/2005
1856,7,13,15,21,28,34,6,31000000,18/09/2005
1855,15,16,17,25,41,42,19,26000000,14/09/2005
1854,1,16,26,31,37,45,7,21000000,11/9/05
1853,1,3,4,15,36,39,31,17000000,7/9/05
1852,9,11,12,19,22,44,24,11000000,4/9/05
1851,8,11,15,17,29,43,28,9000000,31/08/2005
1850,11,23,30,35,40,42,15,8000000,28/08/2005
1849,2,4,19,30,35,46,16,44000000,24/08/2005
1848,5,15,21,30,43,46,6,38000000,21/08/2005
1847,1,22,25,30,38,42,36,33000000,17/08/2005
1846,5,12,13,15,34,36,21,27000000,14/08/2005
1845,5,15,30,37,41,47,7,23000000,10/8/05
1844,1,3,7,13,22,29,25,19000000,7/8/05
1843,6,12,13,25,30,41,28,16000000,3/8/05
1842,11,17,19,24,29,39,41,12000000,31/07/2005
1841,13,18,20,22,39,43,15,10000000,27/07/2005
1840,3,5,20,31,38,43,8,9000000,24/07/2005
1839,6,12,24,26,45,47,2,8000000,20/07/2005
1838,3,14,20,29,32,41,12,18000000,17/07/2005
1837,4,12,26,32,36,47,19,15000000,13/07/2005
1836,1,10,15,37,38,47,32,12000000,10/7/05
1835,4,14,15,23,28,36,10,10000000,6/7/05
1834,1,7,18,20,29,31,6,9000000,3/7/05
1833,3,17,19,30,36,39,43,8000000,29/06/2005
1832,10,12,15,23,24,36,25,11000000,26/06/2005
1831,3,6,10,34,39,47,1,10000000,22/06/2005
1830,3,18,25,26,27,42,4,9000000,19/06/2005
1829,5,7,9,10,14,25,29,8000000,15/06/2005
1828,1,9,25,33,37,42,44,24000000,12/6/05
1827,7,9,12,18,37,41,29,21000000,8/6/05
1826,13,24,29,30,32,38,10,17000000,5/6/05
1825,3,6,10,17,37,41,24,14000000,1/6/05
1824,3,14,21,25,35,37,27,12000000,29/05/2005
1823,6,17,20,21,22,44,34,10000000,25/05/2005
1822,1,4,20,27,30,39,41,9000000,22/05/2005
1821,4,12,20,27,29,43,45,8000000,18/05/2005
1820,6,11,31,35,37,41,18,34000000,15/05/2005
1819,1,2,5,8,19,27,33,31000000,11/5/05
1818,14,22,23,25,28,31,13,28000000,8/5/05
1817,12,15,22,30,37,40,28,24000000,4/5/05
1816,1,17,23,27,31,41,28,21000000,1/5/05
1815,20,23,25,31,40,45,16,18000000,27/04/2005
1814,2,4,16,32,38,42,6,15000000,24/04/2005
1813,19,20,22,26,39,45,9,12000000,20/04/2005
1812,13,19,20,32,34,37,38,10000000,17/04/2005
1811,2,11,28,36,42,45,4,9000000,13/04/2005
1810,4,18,28,30,32,34,44,8000000,10/4/05
1809,8,11,16,33,40,45,41,9000000,6/4/05
1808,1,3,6,9,12,16,35,8000000,3/4/05
1807,3,14,20,26,33,47,10,26000000,30/03/2005
1806,18,19,25,32,33,36,7,22000000,27/03/2005
1805,19,32,35,39,44,45,12,19000000,23/03/2005
1804,10,13,20,28,32,38,35,16000000,20/03/2005
1803,13,16,19,31,46,47,20,13000000,16/03/2005
1802,5,18,21,24,29,46,7,10000000,13/03/2005
1801,3,11,18,28,36,42,20,9000000,9/3/05
1800,5,8,11,21,25,44,33,8000000,6/3/05
1799,6,14,33,38,41,42,13,52000000,2/3/05
1798,2,18,27,40,45,46,43,47000000,27/02/2005
1797,3,21,22,29,37,45,25,43000000,23/02/2005
1796,24,25,27,34,36,43,31,39000000,20/02/2005
1795,4,17,24,27,28,47,20,35000000,16/02/2005
1794,3,18,21,24,27,39,29,31000000,13/02/2005
1793,13,21,25,32,41,47,40,27000000,9/2/05
1792,10,15,20,21,33,46,16,24000000,6/2/05
1791,17,25,31,35,40,46,45,20000000,2/2/05
1790,1,10,12,17,43,45,40,13000000,30/01/2005
1789,4,10,14,32,34,38,11,10000000,26/01/2005
1788,18,25,26,27,32,35,38,9000000,23/01/2005
1787,10,13,26,27,39,43,25,8000000,19/01/2005
1786,1,7,9,32,37,45,10,8000000,16/01/2005
1785,9,22,26,39,42,45,17,94000000,12/1/05
1784,2,19,21,24,25,46,32,82000000,9/1/05
1783,10,15,21,24,26,46,19,73000000,5/1/05
1782,6,8,12,42,44,47,24,65000000,2/1/05
1781,2,10,15,23,36,42,31,59000000,29/12/2004
1780,3,5,11,32,38,45,40,54000000,26/12/2004
1779,14,19,24,28,32,40,9,48000000,22/12/2004
1778,3,17,20,28,30,39,5,43000000,19/12/2004
1777,7,26,28,34,35,42,5,39000000,15/12/2004
1776,1,5,7,20,44,47,46,35000000,12/12/04
1775,12,31,32,38,44,45,11,31000000,8/12/04
1774,1,15,20,24,28,33,31,28000000,5/12/04
1773,26,27,30,37,41,44,18,24000000,1/12/04
1772,5,15,17,19,28,47,38,21000000,28/11/2004
1771,17,22,30,37,38,44,40,18000000,24/11/2004
1770,2,12,13,14,24,36,43,15000000,21/11/2004
1769,4,13,23,38,40,47,11,12000000,17/11/2004
1768,4,8,22,24,30,47,29,10000000,14/11/2004
1767,6,14,19,21,34,43,13,9000000,10/11/04
1766,8,16,23,33,41,43,6,8000000,7/11/04
1765,6,8,14,26,31,42,32,20000000,3/11/04
1764,6,24,25,28,30,40,37,17000000,31/10/2004
1763,1,2,9,13,43,46,26,14000000,27/10/2004
1762,13,18,23,27,29,32,33,12000000,24/10/2004
1761,9,22,24,25,33,42,29,10000000,20/10/2004
1760,1,5,27,30,32,37,20,9000000,17/10/2004
1759,2,9,13,19,23,37,42,88000000,13/10/2004
1758,3,16,31,37,38,47,43,28000000,10/10/04
1757,3,6,12,22,35,37,40,23000000,6/10/04
1756,5,28,31,34,41,42,19,20000000,3/10/04
1755,2,12,15,39,41,47,17,17000000,29/09/2004
1754,1,5,18,40,46,47,22,14000000,26/09/2004
1753,7,20,21,25,31,41,24,12000000,22/09/2004
1752,7,11,27,30,43,45,42,10000000,19/09/2004
1751,4,19,29,39,41,42,6,9000000,15/09/2004
1750,8,10,13,14,21,29,16,8000000,12/9/04
1749,7,9,13,16,18,40,26,12000000,8/9/04
1748,1,3,9,13,14,30,17,10000000,5/9/04
1747,11,12,22,35,39,40,45,9000000,1/9/04
1746,3,19,24,25,37,40,28,8000000,29/08/2004
1745,6,17,30,31,38,41,18,13000000,25/08/2004
1744,8,9,15,19,28,45,47,10000000,22/08/2004
1743,4,27,32,39,44,47,12,9000000,18/08/2004
1742,6,9,10,30,39,44,8,8000000,15/08/2004
1741,6,9,22,36,42,46,3,20000000,11/8/04
1740,13,18,28,31,43,47,6,16000000,8/8/04
1739,8,11,19,28,30,47,43,13000000,4/8/04
1738,14,15,17,19,29,39,41,10000000,1/8/04
1737,4,11,17,18,20,36,8,9000000,28/07/2004
1736,6,16,30,32,34,35,14,8000000,25/07/2004
1735,5,17,21,25,37,43,1,10000000,21/07/2004
1734,2,3,14,19,41,45,25,9000000,18/07/2004
1733,2,14,18,21,29,45,15,8000000,14/07/2004
1732,10,21,27,33,38,39,30,30000000,11/7/04
1731,11,12,16,25,26,43,15,26000000,7/7/04
1730,16,20,24,28,32,44,13,23000000,4/7/04
1729,4,5,21,26,28,34,12,20000000,30/06/2004
1728,8,15,17,21,30,31,46,17000000,27/06/2004
1727,3,5,12,24,30,42,31,13000000,23/06/2004
1726,5,20,24,33,34,45,13,10000000,20/06/2004
1725,23,30,33,36,40,43,25,9000000,16/06/2004
1724,7,10,15,27,28,31,14,8000000,13/06/2004
1723,6,9,14,23,34,39,37,44000000,9/6/04
1722,14,21,24,37,45,47,11,38000000,6/6/04
1721,7,8,18,30,33,39,43,33000000,2/6/04
1720,16,19,20,21,22,44,11,29000000,30/05/2004
1719,7,9,13,14,23,35,6,24000000,26/05/2004
1718,11,19,24,32,40,44,46,21000000,23/05/2004
1717,1,11,14,21,23,35,9,16000000,19/05/2004
1716,10,20,28,34,36,44,37,13000000,16/05/2004
1715,3,14,21,30,40,41,43,10000000,12/5/04
1714,2,14,18,20,22,34,38,9000000,9/5/04
1713,4,8,16,20,44,47,26,9000000,5/5/04
1712,3,8,16,22,36,43,29,26000000,2/5/04
1711,5,15,16,26,30,34,1,22000000,28/04/2004
1710,9,13,19,32,34,47,20,19000000,25/04/2004
1709,1,12,14,17,19,47,24,15000000,21/04/2004
1708,21,34,36,39,41,43,12,11000000,18/04/2004
1707,7,9,31,36,45,46,35,10000000,14/04/2004
1706,2,8,18,19,33,46,10,9000000,11/4/04
1705,7,16,27,31,34,35,43,8000000,7/4/04
1704,2,5,9,11,14,21,29,45000000,4/4/04
1703,9,12,19,28,30,42,35,41000000,31/03/2004
1702,10,16,23,32,33,39,19,37000000,28/03/2004
1701,6,9,23,28,30,35,12,33000000,24/03/2004
1700,5,6,7,25,32,40,16,29000000,21/03/2004
1699,10,17,30,34,36,40,4,25000000,17/03/2004
1698,12,21,22,26,37,47,8,22000000,14/03/2004
1697,3,7,30,36,38,45,37,19000000,10/3/04
1696,2,4,18,25,37,43,36,15000000,7/3/04
1695,8,29,32,36,37,39,12,12000000,3/3/04
1694,2,4,14,29,40,42,11,10000000,29/02/2004
1693,5,9,12,31,34,44,36,9000000,25/02/2004
1692,22,27,32,40,43,46,9,8000000,22/02/2004
1691,5,16,25,26,27,29,12,30000000,18/02/2004
1690,13,15,17,18,27,40,26,26000000,15/02/2004
1689,8,10,14,29,35,46,38,23000000,11/2/04
1688,12,16,21,24,38,46,13,19000000,8/2/04
1687,6,18,21,28,31,32,33,16000000,4/2/04
1686,14,19,24,29,36,40,17,13000000,1/2/04
1685,5,15,17,24,28,31,19,10000000,28/01/2004
1684,5,15,16,17,25,42,9,9000000,25/01/2004
1683,4,25,26,32,41,45,23,8000000,21/01/2004
1682,3,5,23,26,35,36,2,10000000,18/01/2004
1681,5,36,37,39,40,47,15,9000000,14/01/2004
1680,5,9,24,28,37,45,19,8000000,11/1/04
1679,5,7,8,9,14,27,6,68000000,7/1/04
1678,14,17,22,29,31,47,19,63000000,4/1/04
1677,3,8,26,33,38,45,37,58000000,31/12/2003
1676,16,23,24,25,32,37,1,53000000,28/12/2003
1675,6,7,20,38,41,47,29,48000000,24/12/2003
1674,7,12,25,36,45,46,15,44000000,21/12/2003
1673,5,8,10,25,27,39,45,40000000,17/12/2003
1672,4,11,12,18,36,47,27,36000000,14/12/2003
1671,4,9,12,17,19,36,33,32000000,10/12/03
1670,5,11,18,25,28,47,13,28000000,7/12/03
1669,1,2,11,15,17,31,46,24000000,3/12/03
1668,4,14,16,22,29,33,10,25000000,30/11/2003
1667,7,17,33,41,43,44,9,18000000,26/11/2003
1666,1,5,8,12,24,43,31,14000000,23/11/2003
1665,23,29,42,44,45,47,9,10000000,19/11/2003
1664,2,19,24,31,36,42,4,9000000,16/11/2003
1663,6,9,38,40,42,43,36,8000000,12/11/03
1662,4,16,22,28,31,36,15,94000000,9/11/03
1661,3,16,35,42,43,44,34,82000000,5/11/03
1660,1,4,10,11,42,44,6,75000000,2/11/03
1659,10,33,34,36,42,46,11,68000000,29/10/2003
1658,24,30,31,34,42,45,21,60000000,26/10/2003
1657,3,7,8,16,30,44,25,53000000,22/10/2003
1656,5,13,19,27,42,47,24,46000000,19/10/2003
1655,1,12,19,32,35,40,22,40000000,15/10/2003
1654,7,8,9,23,43,47,19,36000000,12/10/03
1653,6,16,31,36,41,46,9,31000000,8/10/03
1652,1,5,17,18,20,47,36,28000000,5/10/03
1651,2,3,9,19,22,41,16,25000000,1/10/03
1650,18,23,36,39,40,47,17,22000000,28/09/2003
1649,3,18,30,36,43,47,33,18000000,24/09/2003
1648,11,13,14,29,43,44,18,16000000,21/09/2003
1647,4,19,24,25,40,44,20,12000000,17/09/2003
1646,3,11,29,41,42,44,35,10000000,14/09/2003
1645,11,17,18,20,37,45,38,9000000,10/9/03
1644,3,4,8,27,31,33,25,8000000,7/9/03
1643,7,19,24,28,29,41,32,9000000,3/9/03
1642,4,28,32,39,40,45,13,8000000,31/08/2003
1641,7,9,16,33,43,45,38,24000000,27/08/2003
1640,1,8,24,40,45,47,19,20000000,24/08/2003
1639,1,9,21,35,44,45,37,17000000,20/08/2003
1638,5,6,17,30,34,41,33,14000000,17/08/2003
1637,13,16,26,32,41,43,4,11000000,13/08/2003
1636,4,8,14,24,34,47,6,10000000,10/8/03
1635,5,7,8,24,34,42,36,9000000,6/8/03
1634,1,9,22,36,38,43,39,8000000,3/8/03
1633,5,8,16,27,31,33,19,25000000,30/07/2003
1632,16,17,21,31,41,46,30,22000000,27/07/2003
1631,11,12,17,20,33,45,3,19000000,23/07/2003
1630,13,17,23,35,39,46,31,16000000,20/07/2003
1629,13,17,27,34,37,46,29,13000000,16/07/2003
1628,8,9,21,24,37,38,16,11000000,13/07/2003
1627,11,13,26,30,32,42,29,10000000,9/7/03
1626,8,10,12,26,28,39,6,9000000,6/7/03
1625,11,17,22,28,42,46,44,8000000,2/7/03
1624,10,14,18,20,22,27,29,8000000,29/06/2003
1623,3,7,13,18,22,34,11,9000000,25/06/2003
1622,23,25,32,34,38,44,16,8000000,22/06/2003
1621,4,10,27,32,37,41,42,12000000,18/06/2003
1620,6,8,24,41,43,45,28,10000000,15/06/2003
1619,2,3,11,32,41,47,45,9000000,11/6/03
1618,1,12,22,31,41,45,40,8000000,8/6/03
1617,1,4,14,15,30,33,18,11000000,4/6/03
1616,8,14,15,18,19,45,27,10000000,1/6/03
1615,10,11,30,31,32,44,21,9000000,28/05/2003
1614,7,8,18,24,28,40,34,8000000,25/05/2003
1613,2,10,19,24,27,31,1,30000000,21/05/2003
1612,27,28,29,30,42,46,1,27000000,18/05/2003
1611,5,12,15,19,28,38,40,24000000,14/05/2003
1610,4,10,14,15,26,27,11,21000000,11/5/03
1609,1,9,23,28,38,47,17,18000000,7/5/03
1608,13,27,32,33,41,46,16,15000000,4/5/03
1607,3,13,24,28,30,46,43,12000000,30/04/2003
1606,10,13,18,26,30,39,15,10000000,27/04/2003
1605,11,13,33,36,38,39,25,9000000,23/04/2003
1604,18,20,27,36,42,44,9,8000000,20/04/2003
1603,3,9,17,21,36,43,34,18000000,16/04/2003
1602,1,4,12,23,28,29,22,15000000,13/04/2003
1601,7,27,35,38,39,42,31,12000000,9/4/03
1600,2,7,14,16,33,42,10,10000000,6/4/03
1599,5,6,24,29,32,35,45,9000000,2/4/03
1598,2,11,20,27,32,36,24,8000000,30/03/2003
1597,3,4,6,33,34,37,9,55000000,26/03/2003
1596,2,6,12,25,35,39,43,50000000,23/03/2003
1595,4,14,17,25,34,38,23,45000000,19/03/2003
1594,4,7,27,30,32,33,14,41000000,16/03/2003
1593,14,16,20,31,41,45,42,38000000,12/3/03
1592,9,13,15,18,32,33,30,35000000,9/3/03
1591,9,16,35,40,42,44,11,32000000,5/3/03
1590,1,3,17,24,28,33,8,29000000,2/3/03
1589,11,18,22,23,36,47,19,26000000,26/02/2003
1588,10,17,20,33,41,42,19,23000000,23/02/2003
1587,21,22,33,36,40,44,25,20000000,19/02/2003
1586,6,7,19,22,24,41,26,17000000,16/02/2003
1585,22,24,25,27,43,44,3,14000000,12/2/03
1584,1,3,9,10,22,38,14,12000000,9/2/03
1583,7,9,29,31,39,42,3,10000000,5/2/03
1582,7,23,24,27,34,39,12,9000000,2/2/03
1581,16,17,30,35,37,39,14,8000000,29/01/2003
1580,9,11,14,27,34,47,43,24000000,26/01/2003
1579,5,19,20,24,39,47,38,21000000,22/01/2003
1578,12,15,29,34,42,47,18,18000000,19/01/2003
1577,5,13,20,26,28,40,43,15000000,15/01/2003
1576,19,26,27,29,34,43,38,12000000,12/1/03
1575,3,13,17,29,32,37,12,10000000,8/1/03
1574,9,12,28,29,35,39,44,9000000,5/1/03
1573,12,13,17,21,37,39,14,8000000,1/1/03
1572,7,9,12,14,20,27,46,37000000,29/12/2002
1571,7,32,34,35,45,46,2,33000000,25/12/2002
1570,1,6,10,22,26,33,31,30000000,22/12/2002
1569,7,8,31,32,41,42,2,26000000,18/12/2002
1568,1,5,11,23,27,32,9,23000000,15/12/2002
1567,3,16,21,29,30,35,44,20000000,11/12/02
1566,4,25,28,37,40,41,19,17000000,8/12/02
1565,1,7,14,16,17,22,28,12000000,4/12/02
1564,2,9,28,39,40,42,32,9000000,1/12/02
1563,6,12,17,32,41,47,43,8000000,27/11/2002
1562,3,4,18,33,42,44,22,28000000,24/11/2002
1561,1,8,25,30,45,46,12,23000000,20/11/2002
1560,10,14,19,28,29,34,26,19000000,17/11/2002
1559,7,18,26,27,33,43,6,15000000,13/11/2002
1558,1,7,10,18,21,28,30,11000000,10/11/02
1557,4,8,14,17,35,44,5,9000000,6/11/02
1556,13,16,28,38,40,43,44,8000000,3/11/02
1555,7,16,22,24,27,33,45,36000000,30/10/2002
1554,11,12,24,31,36,39,5,30000000,27/10/2002
1553,10,15,22,30,34,40,39,26000000,23/10/2002
1552,6,16,26,30,37,43,10,20000000,20/10/2002
1551,11,26,27,34,44,46,8,16000000,16/10/2002
1550,1,2,5,20,21,23,36,12000000,13/10/2002
1549,11,22,24,25,42,43,23,9000000,9/10/02
1548,9,13,14,25,41,47,16,8000000,6/10/02
1547,4,15,18,25,35,39,5,6000000,2/10/02
1546,1,8,9,13,18,32,4,6000000,29/09/2002
1545,14,21,23,25,37,43,18,8000000,25/09/2002
1544,16,19,20,25,28,40,38,7000000,22/09/2002
1543,27,35,38,39,41,42,26,6000000,18/09/2002
1542,3,12,16,18,42,44,24,16000000,15/09/2002
1541,6,7,18,27,37,41,43,13000000,11/9/02
1540,10,11,22,28,35,41,33,10000000,8/9/02
1539,2,19,36,38,40,44,3,8000000,4/9/02
1538,1,13,14,27,33,44,24,7000000,1/9/02
1537,9,14,17,23,34,36,16,6000000,28/08/2002
1536,9,30,31,35,39,44,4,23000000,25/08/2002
1535,1,8,9,33,38,39,5,19000000,21/08/2002
1534,2,15,26,27,42,44,35,16000000,18/08/2002
1533,7,9,10,20,22,40,8,13000000,14/08/2002
1532,2,7,11,26,29,41,4,10000000,11/8/02
1531,12,17,21,22,32,36,40,8000000,7/8/02
1530,7,15,20,25,30,38,27,7000000,4/8/02
1529,1,8,16,20,23,38,39,6000000,31/07/2002
1528,2,10,11,25,31,33,4,10000000,28/07/2002
1527,11,22,25,35,38,42,28,8000000,24/07/2002
1526,5,20,36,37,38,43,13,7000000,21/07/2002
1525,2,4,11,26,29,30,20,6000000,17/07/2002
1524,2,5,12,20,23,27,14,51000000,14/07/2002
1523,3,11,12,22,29,40,4,43000000,10/7/02
1522,13,20,28,34,35,39,30,37000000,7/7/02
1521,3,4,20,28,34,35,1,35000000,3/7/02
1520,10,18,24,26,28,39,22,31000000,30/06/2002
1519,17,18,31,38,43,44,37,27000000,26/06/2002
1518,14,18,25,31,40,41,15,24000000,23/06/2002
1517,1,6,9,24,31,43,16,21000000,19/06/2002
1516,6,14,25,31,35,42,34,18000000,16/06/2002
1515,4,13,14,17,21,35,19,16000000,12/6/02
1514,23,25,32,34,37,43,31,14000000,9/6/02
1513,10,16,29,31,35,36,13,12000000,5/6/02
1512,1,6,15,25,28,32,17,10000000,2/6/02
1511,4,6,16,19,26,32,20,9000000,29/05/2002
1510,4,21,24,30,39,41,32,8000000,26/05/2002
1509,7,8,25,28,30,44,12,7000000,22/05/2002
1508,13,16,24,36,39,41,10,6000000,19/05/2002
1507,9,21,25,34,38,42,27,8000000,15/05/2002
1506,5,6,7,11,32,33,36,7000000,12/5/02
1505,9,20,22,37,39,41,40,6000000,8/5/02
1504,25,36,37,39,43,44,16,16000000,5/5/02
1503,2,15,26,34,36,41,4,14000000,1/5/02
1502,2,3,17,32,38,42,7,12000000,28/04/2002
1501,6,10,14,15,19,40,2,10000000,24/04/2002
1500,1,9,19,25,29,42,8,8000000,21/04/2002
1499,3,11,15,31,34,42,2,7000000,17/04/2002
1498,5,6,9,12,35,37,11,6000000,14/04/2002
1497,5,15,16,17,21,22,25,6000000,10/4/02
1496,2,5,17,21,33,40,30,13000000,7/4/02
1495,8,11,21,23,26,40,28,11000000,3/4/02
1494,5,21,29,34,36,42,27,9000000,31/03/2002
1493,9,14,20,31,35,38,17,8000000,27/03/2002
1492,9,19,20,21,28,43,1,7000000,24/03/2002
1491,7,8,17,23,40,43,1,6000000,20/03/2002
1490,5,8,13,37,39,44,20,9000000,17/03/2002
1489,2,8,9,24,25,34,42,8000000,13/03/2002
1488,6,8,11,27,35,38,2,6000000,10/3/02
1487,7,11,26,32,41,42,20,7000000,6/3/02
1486,7,11,19,28,39,40,31,6000000,3/3/02
1485,8,11,17,33,39,43,23,28000000,27/02/2002
1484,5,14,23,29,30,38,22,25000000,24/02/2002
1483,4,7,33,35,40,42,2,22000000,20/02/2002
1482,4,5,6,8,12,24,39,19000000,17/02/2002
1481,1,3,13,23,29,40,15,16000000,13/02/2002
1480,1,14,17,25,32,40,16,13000000,10/2/02
1479,4,8,25,27,37,38,15,10000000,6/2/02
1478,15,18,25,28,30,44,38,8000000,3/2/02
1477,5,15,21,22,29,34,28,7000000,30/01/2002
1476,2,4,11,14,33,38,16,6000000,27/01/2002
1475,14,17,18,24,32,42,12,41000000,23/01/2002
1474,2,3,8,16,28,31,15,37000000,20/01/2002
1473,2,14,16,23,37,39,19,33000000,16/01/2002
1472,4,7,14,16,30,37,34,29000000,13/01/2002
1471,4,12,14,15,23,43,13,25000000,9/1/02
1470,2,3,8,12,27,31,18,22000000,6/1/02
1469,4,13,14,15,29,40,32,19000000,2/1/02
1468,2,15,34,37,38,39,26,16000000,30/12/2001
1467,22,27,32,35,43,44,16,12000000,26/12/2001
1466,5,6,18,24,30,35,7,10000000,23/12/2001
1465,2,11,14,21,32,44,30,8000000,19/12/2001
1464,5,10,20,32,37,39,27,7000000,16/12/2001
1463,10,22,30,36,40,44,15,6000000,12/12/01
1462,1,4,11,17,22,33,44,45000000,9/12/01
1461,7,8,9,12,22,37,16,41000000,5/12/01
1460,22,26,32,34,36,43,42,37000000,2/12/01
1459,18,19,30,31,32,43,3,32000000,28/11/2001
1458,2,12,13,27,28,40,44,29000000,25/11/2001
1457,8,15,19,25,33,36,34,26000000,21/11/2001
1456,20,22,32,33,35,44,21,24000000,18/11/2001
1455,2,10,14,23,41,43,13,20000000,14/11/2001
1454,3,13,14,18,26,42,41,17000000,11/11/01
1453,9,13,14,22,23,40,3,14000000,7/11/01
1452,4,13,17,26,33,39,12,11000000,4/11/01
1451,2,3,10,24,26,36,27,9000000,31/10/2001
1450,4,15,16,26,37,38,27,8000000,28/10/2001
1449,17,19,22,23,38,41,33,7000000,24/10/2001
1448,1,5,13,29,42,44,23,6000000,21/10/2001
1447,1,5,14,16,20,33,40,6000000,17/10/2001
1446,2,14,21,26,37,43,32,27000000,14/10/2001
1445,8,17,19,29,31,43,22,24000000,10/10/01
1444,20,27,28,29,36,41,37,21000000,7/10/01
1443,8,23,27,32,33,44,41,18000000,3/10/01
1442,1,15,20,25,26,33,18,15000000,30/09/2001
1441,8,16,18,21,32,43,34,13000000,26/09/2001
1440,1,14,16,21,31,35,32,10000000,23/09/2001
1439,2,4,18,28,40,42,25,8000000,19/09/2001
1438,15,19,23,25,27,34,21,7000000,16/09/2001
1437,5,15,16,18,32,33,20,6000000,12/9/01
1436,11,12,14,23,31,43,16,47000000,9/9/01
1435,3,9,11,20,21,26,5,43000000,5/9/01
1434,3,21,22,24,37,40,7,39000000,2/9/01
1433,9,24,27,28,34,36,39,35000000,29/08/2001
1432,10,18,26,28,38,42,13,32000000,26/08/2001
1431,5,7,18,19,22,30,27,29000000,22/08/2001
1430,11,35,36,37,39,43,10,26000000,19/08/2001
1429,2,17,23,29,38,39,11,22000000,15/08/2001
1428,10,15,25,34,39,40,22,19000000,12/8/01
1427,12,15,23,26,32,33,31,16000000,8/8/01
1426,1,19,22,25,27,35,30,13000000,5/8/01
1425,6,10,11,33,35,36,39,10000000,1/8/01
1424,6,12,13,19,20,22,26,8000000,29/07/2001
1423,10,17,21,25,35,44,31,7000000,25/07/2001
1422,13,20,25,34,38,40,44,6000000,22/07/2001
1421,4,10,16,25,31,35,32,60000000,18/07/2001
1420,1,3,14,15,16,27,12,50000000,15/07/2001
